"DATE","total_revenue","impressions_Facebook","impressions_TV","clicks_Search","spend_Facebook","spend_TV","spend_Search"
2017-02-12,180941.814215161,62192898.3694455,2707092.18006154,497504.331138837,186251.868967132,54512.8009030127,136228.608058214
2017-02-13,112033.791281229,115043027.759781,4010744.49568455,997033.249566207,344958.707758575,80974.3376699855,254503.001416605
2017-02-14,118676.751976557,71745277.7753926,2346202.11164708,552113.536855047,215042.965516287,47177.3946907544,145028.537949772
2017-02-15,119542.649022868,61292640.5406366,2247279.34181505,532779.737902038,184781.507815108,44946.207564831,143173.878075472
2017-02-16,127014.90289604,73150381.6535091,2669570.72200347,541469.706005631,219163.816576562,53950.6394875534,137703.93385988
2017-02-17,35411.6328219213,45889791.0058489,1445627.21124427,388875.521324497,137577.829714917,28598.4560968708,103422.491026052
2017-02-18,47774.9643046794,57040832.5596752,1717092.56159968,455459.653229941,170831.088381907,34387.1764323434,118579.873124052
2017-02-19,146655.516904831,74010294.2152587,3181020.23418942,619312.407303283,222701.654375553,63463.2013791535,157868.55843927
2017-02-20,48753.9549011058,43126690.5213402,1452664.86087488,459722.995207968,129290.863294553,29047.7223976595,117508.474367846
2017-02-21,32643.8972684938,56046595.8395257,2095376.85866658,439487.547192422,168898.29278687,42269.1121737661,106183.666059136
2017-02-22,75883.6920322344,61637681.5414085,2068702.64745926,473987.37524346,185198.329045403,41623.8359390958,121619.732873967
2017-02-23,14505.4049927932,43577328.9852002,1409012.94585941,354572.12954525,130305.767445255,28012.9459978047,88881.8692287427
2017-02-24,109146.84803866,67513575.2752648,3029672.17363588,597128.641828762,202060.670087751,60460.738974699,155899.765544005
2017-02-25,66026.9475696144,60432569.8445693,2135530.87378032,560012.206607282,180930.542445304,43440.2326841651,151864.866415456
2017-02-26,45375.1946077073,25786209.1561497,1000711.86004133,193121.841423665,77353.5465983186,20078.0038535645,51205.2228934475
2017-02-27,122595.414948673,63384573.915343,2702256.12171729,526997.768829524,190426.676394133,54500.6225212685,135156.180260039
2017-02-28,59549.3187877148,35993080.8630591,1757975.04603149,390281.815924314,107835.831425934,35805.1253432973,95865.5672572398
2017-03-01,54958.3167178724,34407622.3617392,1509764.25081732,311712.363209812,102524.090308386,30317.5237065845,78468.2413337399
2017-03-02,17883.0330353445,56360418.2238509,2449264.20459976,436418.290092313,169024.787119673,49736.6132991462,118361.31555472
2017-03-03,49960.7908221034,78529630.6292412,2968621.22632233,519034.39652864,236701.653211665,60153.088049386,134507.606531522
2017-03-04,151135.743141271,60764325.4059099,2067877.83345447,599136.691620398,181492.624351954,41375.4279414669,151718.51194426
2017-03-05,77989.9347655818,61260800.8910878,2099470.91564146,555633.385325242,184299.615682454,41975.1633883547,142192.315710596
2017-03-06,36727.9433516171,62822477.8792312,2589344.0238362,483989.936257418,188689.24248882,51873.3611631516,119769.457569925
2017-03-07,17876.3600616568,42057524.3982135,1540779.47990602,442081.191743564,126358.548154242,30766.4184027484,116364.000506908
2017-03-08,147578.990296199,57959443.3273498,1968884.98539124,417453.94918285,173841.468438096,39565.0380218815,108457.585012771
2017-03-09,49437.0083500961,67850901.0858459,2392407.38489004,459022.417538286,202671.458219603,48138.2451764982,119523.10037297
2017-03-10,100268.801401729,69208753.5814286,2798244.15801322,499592.85462658,208389.458065624,56134.4834777002,126649.962126955
2017-03-11,57501.2244986789,35234868.5005098,1471261.5444781,327753.44515968,105899.679067905,29819.0376355802,83533.1993240076
2017-03-12,64730.7605444583,36324806.2459992,1111184.28138814,309403.296301464,109237.044125801,22435.6351504419,78694.8382990476
2017-03-13,15906.3179289965,42576086.6175123,1417643.18004038,547481.949114239,127756.745978892,28320.5266161449,124105.257399857
2017-03-14,118997.633235336,63944371.0050246,2587715.2748769,453039.005909802,191346.896536568,52364.864676681,113623.026250831
2017-03-15,26698.367029991,64416120.8021271,2280814.31538411,614067.745798386,192667.329050982,45831.2351940385,160235.975320785
2017-03-16,22559.7696303047,74399816.1279249,3047603.40848436,649010.718548852,223186.80188291,60866.6379511181,161220.870327165
2017-03-17,20632.0224110968,22808019.3504314,911960.337101036,165950.785086362,67966.3911052955,18218.9629379743,42190.1644501268
2017-03-18,81268.6053035435,33330723.0044135,1247415.25100451,244900.362559807,100548.288786324,24819.2181487547,70584.6467878192
2017-03-19,50143.6121997974,49368971.3886114,1849634.45510397,514845.125157173,147901.057611537,36825.2390559171,129483.033239586
2017-03-20,49991.7123613112,69832911.7233731,2816906.23142213,505659.025843911,208101.922819821,56426.8615772111,133199.893386585
2017-03-21,93869.6346538017,49891488.8478227,1938748.20365294,485279.119239872,149556.602877813,38464.4676292875,119530.796650737
2017-03-22,95106.1372972189,60112531.6405347,2765845.7826453,527349.58644887,179564.274713166,54861.7025646384,139504.088581531
2017-03-23,104281.68977378,46671050.0278866,2229331.67812786,456491.338535132,140623.43483279,44623.4828936395,117392.236562801
2017-03-24,134604.396030923,75001850.8577865,2752504.19744923,533954.359496494,225457.019229454,55509.1174776146,135284.803855704
2017-03-25,56960.4436625662,36316504.5023864,1032794.22158177,299373.784341082,108305.092447261,20863.5475789593,70747.3281967519
2017-03-26,28837.1467039686,72232180.072108,2421621.0238529,502915.008977088,216408.999959206,48314.1203643929,134255.189858237
2017-03-27,64205.0500132397,51184775.5116497,1638724.99128661,488882.500650269,153795.681303111,33212.3853692684,132640.911196374
2017-03-28,108003.285533026,58108286.337631,2007483.03737748,468157.031747713,175158.830414846,40637.6185763416,120620.051866507
2017-03-29,131206.163146783,47868729.4731132,1805612.91716617,455613.238496839,143096.210086751,36396.1654076652,121209.229701138
2017-03-30,32807.3279147894,41884020.8065902,1594929.69267568,442619.982054795,125750.082720685,31717.965830707,112937.050783783
2017-03-31,63532.2226862688,49350494.594601,1617754.05348167,473255.170275636,147933.960401697,32289.2022920968,134255.767914261
2017-04-01,171790.480728862,65642375.6866545,2689178.32792981,584211.583903701,196860.95958861,53386.7473603531,150218.320110454
2017-04-02,183531.952582927,58937949.8247846,2336407.73902054,635480.03384629,177273.508067171,47016.1246256596,165023.288610304
2017-04-03,25232.9910327743,18281622.6716652,764538.38440197,163924.731369653,54904.0094413764,15532.5865808151,41888.1154558954
2017-04-04,44088.3242941057,61749296.790536,1943888.19328973,611628.074084058,184880.315087335,38963.774095376,151621.938002504
2017-04-05,60266.8025749682,55693623.2071735,2604752.60532201,607654.102770779,166736.348383094,51829.7294352065,142926.434252666
2017-04-06,18856.4749103402,40116595.0423585,1500882.68502325,329252.488060616,120581.800638519,30256.5829386942,79429.3610737061
2017-04-07,141612.280668646,67680893.3305517,2149511.01464779,636321.439805138,202727.186685744,43370.9616420632,159609.998999671
2017-04-08,119993.873361996,68043271.1989421,2403307.80355576,638817.745970976,203721.843646797,48743.4271823102,175511.462647604
2017-04-09,72598.8349338792,35698167.5812668,1317556.34390289,333629.44046707,106937.911780056,26685.4479187406,85488.3331457599
2017-04-10,114122.678383207,80611014.6770118,3215360.62227232,614011.697633547,239838.553161147,64633.3547166608,154743.328817812
2017-04-11,99539.150055451,76320867.394942,3113187.78368128,582727.429219661,228904.922881721,62570.9332534398,144177.593990127
2017-04-12,36692.5362397701,52827232.190507,1828985.33915846,443526.444886821,158914.21082732,36845.2656678576,105850.022785233
2017-04-13,25191.7366966605,75225246.9665747,2514716.52573075,589864.592575201,225830.702340668,50612.6606551878,152949.976186774
2017-04-14,31361.0684792981,78272289.6932083,2438236.83554899,677347.106471579,235788.448446192,48868.4258189208,170174.680480257
2017-04-15,115951.493635976,75403269.2270601,2947966.41193137,702573.835689416,225906.922834648,58990.5837150769,180689.5532219
2017-04-16,146859.121742431,47332586.5670596,1438687.1187612,393063.640589741,141209.796440672,28712.8882900597,100187.897950268
2017-04-17,51019.8809578635,65553410.0081619,2220654.70616311,440942.593491169,196912.922677815,45102.9057469751,122192.783183051
2017-04-18,76678.4407677261,43142120.4112812,1880904.53766318,465585.843476588,129447.37446067,37587.4557059918,117553.330419626
2017-04-19,28250.5885434314,33351031.5403911,1394026.78553472,281298.240313194,99967.6757768424,27717.3117508312,71783.8461001948
2017-04-20,63436.7082811829,48426149.4366489,1892990.34703111,435676.594033581,145543.141286874,37765.2362750201,119476.450255238
2017-04-21,13607.9993004534,43527831.082377,1826454.27782957,307560.758244243,130945.276479627,36502.1888404124,79709.2544389591
2017-04-22,41662.9090207704,48152670.772331,1594165.68531896,496587.520959631,144424.0984673,32130.993650775,118121.205664682
2017-04-23,18732.0956065595,66900702.5211298,2567078.60187682,577134.219588318,201814.481302059,51032.1459185191,141190.569778981
2017-04-24,71521.2537423317,44006118.9212238,1703339.67641436,377270.751594582,132010.055855636,34297.0484563606,98366.8689637949
2017-04-25,54142.1086434774,33320405.5591445,1037907.84945431,345445.902401691,99961.7948278408,20893.2579372855,86429.6362786745
2017-04-26,157836.11267471,69133197.1766981,2962893.98893194,530422.318063142,207789.825528588,59159.497757073,136208.026755163
2017-04-27,88048.6978999173,47634979.3086658,1968130.90721217,430682.119061492,143151.538402402,39144.8908429609,108255.675015021
2017-04-28,70664.8250209502,46863308.2059118,1771560.33564269,324806.270949314,140939.191010008,35983.7752668267,83526.9035787899
2017-04-29,153482.238590017,65743867.1823128,2731931.38194803,496913.024461452,196039.910466534,54625.8109744136,124592.833629588
2017-04-30,47498.1189472857,60877183.3037236,1994955.38323119,438945.301650809,181473.415713804,40010.3536077216,113218.750302291
2017-05-01,93573.5143122253,39333886.5187908,1602939.12463187,251659.179105535,118131.447661207,31867.9953944382,65626.3352174831
2017-05-02,47894.5686445591,40106198.480526,1567564.08993855,331557.157637248,120386.97732766,31292.6627191168,86960.4924872382
2017-05-03,83055.5893211529,67184063.3991455,2282234.12807801,541779.450327873,201430.448915624,45441.5890677061,144374.494144837
2017-05-04,77460.7461396229,57302426.9501362,2155499.45283599,554942.11166107,172577.609486821,43109.3503558542,150153.628544062
2017-05-05,26735.993712492,57886613.442608,1640301.80214121,432611.034540577,173998.097244854,32976.4422854411,115186.751492325
2017-05-06,32131.359026422,67244470.3048001,2555735.43902895,589487.870189763,201655.439331352,51418.7549888651,153126.789883375
2017-05-07,32972.7588185368,45386450.5950888,1767137.08417173,366292.197726357,135467.208167323,35293.2980297909,89753.3804759356
2017-05-08,69719.8095326115,61520348.3145543,2541131.51534914,553759.265810538,184783.360933009,50644.2306819993,151270.308172244
2017-05-09,54099.6047597701,32474030.2245642,1160117.88038827,356924.059630889,97114.6389703063,22885.6875065154,93088.6905684947
2017-05-10,142517.325943841,66377546.4007681,2307986.15273483,582689.781377409,198263.732166049,46339.2703883426,158093.819854007
2017-05-11,96327.0346168619,68561447.5279021,2313254.84749036,498672.528708188,205439.819896665,45964.7989789059,130123.152844279
2017-05-12,42384.479507731,21465286.9045954,712905.983406325,193778.071113415,64014.187866826,14217.2802727957,49169.324216308
2017-05-13,208029.798526712,70992528.2259287,2054977.2358272,562806.40748474,213466.150763513,41158.9044911758,140549.72530628
2017-05-14,32454.9954823167,43848303.9953294,1599294.82738276,325612.027146095,131482.823705843,31796.6076471518,83004.8509562592
2017-05-15,72774.5527870929,65189692.2697764,1928429.56067476,467893.452389881,194714.314882977,38900.6930123323,127839.8217477
2017-05-16,121826.565164078,51136244.5052262,1880870.36884017,424160.089917391,152774.939705473,37297.2278731612,105913.292690696
2017-05-17,86296.0501111117,44722859.0333756,1804587.7301775,405647.27134338,134351.175256478,36367.0846365476,107461.725832409
2017-05-18,45664.1939182882,83832243.4486659,3419520.72566447,512348.273504535,251069.5926333,68416.3017868782,138084.324425447
2017-05-19,84221.4134161225,50344029.1716271,2052633.14450898,398576.659352187,152277.524318802,41240.144572365,103629.799293172
2017-05-20,60741.6772913674,48195268.0727746,1910723.755866,446903.945811143,144659.149845452,38501.8201907132,110817.355717379
2017-05-21,106219.535609572,73153662.0648868,3290847.22372935,622049.541052414,219869.651469256,65587.679086437,152555.228632565
2017-05-22,172985.552731602,51008646.6117432,1595711.19962899,431640.82987621,153331.570456347,31975.521593119,116216.105869964
2017-05-23,91793.9078745095,45798749.2017036,1804497.66709539,351684.617781657,138659.770534888,36138.214773118,90316.0293516191
2017-05-24,125650.426696013,59779948.462534,2609040.91349984,593719.327100838,179750.817476948,52422.7391384771,143484.719987124
2017-05-25,201929.340718119,90022723.7272698,3478417.7349518,920416.009730177,270145.711211371,69589.542926585,243812.930526127
2017-05-26,99471.6102976393,51258115.5355648,2333592.75784482,551939.929701617,153803.430893759,46823.9248816428,140646.593504946
2017-05-27,44688.5671222096,51735988.0087131,2082167.51126651,403258.271233313,154281.873995305,41652.9717135586,103617.987257617
2017-05-28,60829.552588132,61476999.928749,1790592.97476645,512491.287942183,185070.206122547,36261.5357236364,128473.88293477
2017-05-29,22109.7397322638,42151943.0751598,1602932.62711619,382189.778461404,126513.068333005,32024.5537218949,100051.599243127
2017-05-30,43757.4647298025,53053717.2946614,1995305.73558044,499374.706596706,158688.772443968,39862.2839903925,122113.950138715
2017-05-31,35327.6038608781,57007171.665284,2392260.28382343,391093.979233252,172077.227760686,48183.6223311076,102303.423100406
2017-06-01,23399.7556361542,48950230.6736644,1959552.22033341,406789.935075378,147258.906400762,39674.517127918,104260.560035747
2017-06-02,36410.4555930881,57131670.8276194,1770613.38334362,534374.727950506,172421.670264677,35738.6735727578,140874.410199974
2017-06-03,157514.851127683,58713732.3803662,2246506.23678672,375144.091700243,176195.251671221,44717.8920654324,101009.378686987
2017-06-04,121367.615221452,76153517.512786,3099095.16031315,738562.367216521,226423.324165213,62143.8333299677,186628.302255319
2017-06-05,67521.3727276266,71227074.2630713,2547105.6715902,817528.515418645,212719.688842723,51123.6850147674,205739.899406688
2017-06-06,89379.3879976706,53013300.1161215,1926739.59918327,598026.084288006,159062.709775871,38581.5229340186,152370.242812916
2017-06-07,167634.089977009,66154760.6343555,2520309.00542826,468898.860476752,198508.829059763,50189.5564875881,120733.881036499
2017-06-08,71071.443988767,43325951.0354908,1616982.13278522,468575.526916805,130117.593955404,32181.9851802146,122297.326679665
2017-06-09,70805.3130832789,58009224.346165,2266866.17223304,441665.732013147,174348.697910283,45067.4473488219,116294.686792851
2017-06-10,137066.971522098,47984600.9231756,1938320.88448898,364289.210858297,143658.018647216,39016.7827338656,95232.9416071279
2017-06-11,92872.0092765712,51478448.1447237,2437370.53628462,541816.52507889,153741.083942152,49203.5993921327,133668.95309966
2017-06-12,40092.6653339329,51283007.3198816,2376617.62512014,501522.571164859,153877.031313659,47270.5501479365,128833.716022959
2017-06-13,56168.4368103498,46874256.2208339,1674645.82087701,431062.123452053,140083.471256479,33869.5883538453,119232.977347516
2017-06-14,29680.3567729855,55773141.2481833,2483608.12437286,575992.976150852,167394.328937536,49911.3898006841,146742.242060296
2017-06-15,132991.57951583,85810473.057993,2865035.9602271,796583.936520318,258756.914270501,57604.4101847477,223868.095061142
2017-06-16,127922.263547648,71313490.2235608,2330453.12301733,640772.946219738,213771.989698577,46938.5310901633,162201.680580406
2017-06-17,54886.7853472856,35864801.7315129,1735636.40687443,375238.502240472,107571.543887794,34735.9220354648,94674.0732526369
2017-06-18,221395.397632754,74769807.3684693,2597036.95121962,690263.798880143,223440.774034958,52041.0506821833,190232.610667649
2017-06-19,13190.9584231189,46456840.5709562,1864712.67813176,366832.474140565,139449.805545368,36953.0669214214,99029.2433950595
2017-06-20,163205.200729415,68965638.5276193,2722366.37695087,519392.353766418,206660.544342776,54254.4322120995,137358.564834053
2017-06-21,39727.1411105434,54217705.205993,2272056.70069273,400084.284825435,163718.41280067,45749.2047294563,104682.686071513
2017-06-22,77393.2935091499,44457833.9594527,1419921.46333521,376970.778068645,133058.178605945,28216.5135094164,101367.020125326
2017-06-23,58137.0847869652,39477587.2899368,1695671.38405911,374963.60530582,118429.444727553,34221.6311241902,96680.8544853748
2017-06-24,19200.7209341026,44949506.2516717,1325096.85957601,368098.933193187,134383.800212093,26572.9210646624,94085.3387477126
2017-06-25,81506.216922047,56484431.0063446,2313020.39572209,546835.482391532,169680.469680065,46298.4866322764,138277.190156688
2017-06-26,59794.1491020271,70604815.3832477,2806098.55278082,691287.417744164,212397.183970271,56146.1906797393,183144.787490839
2017-06-27,179583.754413615,59023011.4312284,2030347.29127951,510258.233146911,176971.094370828,40743.0202928206,133179.334494625
2017-06-28,92331.480419487,74179952.4370683,2964565.11424348,623502.062972002,220962.707087513,59782.2721611949,163894.809467046
2017-06-29,76291.6561656419,51179598.6707222,2009585.24584626,511931.219957896,154221.871982663,40733.8337779514,127948.857422497
2017-06-30,35393.5300169159,49705232.7152496,2309258.60454551,465261.460276572,148904.21231775,46198.1220075785,117663.173109322
2017-07-01,63035.797127911,35271867.2695457,1464170.571339,278577.485098239,106322.05066301,29155.2636079959,74653.5372187908
2017-07-02,32209.051839167,38867796.663036,1378933.7436678,341083.283442629,116573.707490412,27746.8783578817,87077.6679225132
2017-07-03,44852.9177971761,20221033.7350536,666659.696108799,168247.679946171,60732.6422608911,13301.3495330344,40857.8792461617
2017-07-04,39547.0964137835,45002263.2270382,2114863.8889197,458623.859096406,134747.063472932,41668.9062113212,119755.51286876
2017-07-05,28972.4432445317,43580837.6652602,2080093.15904375,461871.515476692,130959.28520018,41393.1694033687,116413.506768493
2017-07-06,59726.1093643468,42101359.3210249,1364479.10085197,432271.922075172,126922.442073746,27147.2987044934,115979.034835754
2017-07-07,34216.34557061,45363880.2640592,1776234.7249625,413631.002279915,135739.131215086,36241.534767933,116390.503170833
2017-07-08,77467.0442570724,54170334.9235944,2048675.88172329,631700.91767335,162963.836003501,41428.1235561641,156408.429346586
2017-07-09,46833.7297241801,28608274.1368233,858562.225895561,221118.90774772,85224.1269466982,17298.0142166682,56934.2079049392
2017-07-10,115800.926627384,42848794.0911056,1198874.57328666,323047.961480306,128912.849567937,23967.0491508271,81998.8643557346
2017-07-11,78734.5480590894,54961609.0476164,1906426.58939799,485406.931636024,165334.117993131,38239.1897812164,121806.870620662
2017-07-12,80637.4671700548,52762452.2992804,1757978.52610701,564267.705147669,158505.314422951,35415.0733832664,151145.734311586
2017-07-13,98077.9059034007,61579081.6379697,2592668.0713857,615920.429425714,183807.772283066,51990.7510682419,162800.375289697
2017-07-14,26579.9722827062,60876095.9799387,2700709.07198483,563709.383854451,182119.201845476,54374.396816159,135896.201382234
2017-07-15,349012.549647056,78717907.2774165,3121828.02039608,529295.540553649,237219.292976174,61791.606188862,134706.191477816
2017-07-16,47461.4183524616,31898585.0613914,1405426.34546069,249481.444197824,95924.919972629,28259.4002313951,67144.3323091096
2017-07-17,49970.1224990977,62112561.052822,1933237.15305689,503405.543434435,186167.738672641,39172.4634173191,131344.82652777
2017-07-18,43006.2943082755,53035605.679656,1872779.53052359,388439.051911322,158291.395421766,37434.6989364879,100239.017821094
2017-07-19,29852.2696191343,40203398.7029356,1661413.39548149,376464.506202091,121003.02129476,33276.4751834975,97142.3691818477
2017-07-20,84592.5283638825,49224624.0937892,1832985.9252961,404053.945305189,146966.252040418,37056.496480848,104329.211995924
2017-07-21,24423.2377102338,71422849.7149178,2706846.27290493,615048.82942982,215122.653797455,53890.9328278697,150426.521884238
2017-07-22,34529.7215494177,20474229.5797846,894497.780870173,174360.934457842,61751.6166479017,18082.3037426925,48178.3865789006
2017-07-23,17738.1454222045,29227565.5210768,1086570.27637858,304842.8356107,87495.0392772224,21759.645142546,78305.1509571697
2017-07-24,26821.7022621016,68349880.2957372,2349061.12207091,686495.768150792,205127.369597845,47157.2430583213,181262.948844143
2017-07-25,68582.9799533009,52418877.37942,2344017.25541528,447051.326695342,157528.682899971,46384.2277652157,120223.443647281
2017-07-26,57541.9382306659,75873417.0277444,3390890.84487295,699600.461574135,228252.857518831,67448.1095025282,182244.692985784
2017-07-27,67769.8622053621,39065453.3507502,1441185.61604705,347479.918612394,117176.961039059,28855.6126097965,89904.0634223533
2017-07-28,72499.0098794297,34851203.9208666,1525009.08173085,315018.694828881,104367.568162057,30726.3169029206,80499.1302331973
2017-07-29,59407.4430953295,65719483.7898277,1920607.05110562,590069.03719155,196768.816880525,38549.3285308836,145006.079943503
2017-07-30,158778.747017766,59125412.6059224,2084665.49180576,501193.972132304,178211.232225407,41331.8705446286,130197.037828352
2017-07-31,39967.2872982108,67777204.2982986,2766990.61912602,681285.850669377,202394.689239901,55271.361799484,185362.32213196
2017-08-01,24137.7985541475,72239695.5371656,3390292.04383028,678906.483270064,217141.342629528,68444.7593455456,180078.562990163
2017-08-02,116529.223619859,58725824.1237972,2398056.63257138,575790.268949425,176172.416645938,48797.4833815275,151643.190871485
2017-08-03,137230.261312103,54145620.1235958,1747866.1756816,371049.6798759,161824.283931202,34616.9821458527,98944.7352754949
2017-08-04,125382.320689793,80061256.4938266,2617385.01502932,577879.331612304,239600.399382714,52815.3302652058,149687.23869577
2017-08-05,39204.6022818379,39976921.8195413,1331291.57440418,340646.535834548,119759.284928929,26964.7501380768,89577.3043857087
2017-08-06,23594.1726644539,41748443.1267733,1225543.86769407,344806.12182998,124774.604802685,24498.8813932796,91308.5600112542
2017-08-07,34278.7657152627,40611194.2682808,1345791.41153708,316461.463387274,121917.166330694,27071.8239949339,84121.446994734
2017-08-08,56545.8336638049,55505453.168522,2342214.87368986,438813.360468289,166171.554185609,46968.7041771311,117339.424182796
2017-08-09,88479.2757747891,37284437.4496647,1666900.90660521,326306.369463298,112094.761047453,33375.8025706869,83323.3018527597
2017-08-10,212072.117015024,64433726.771049,2673872.13779186,649578.878005861,193768.720550008,53651.8131842324,175942.670490695
2017-08-11,48591.4842418451,88339304.4068082,3551465.60068185,681280.912493539,266337.94836179,70890.9700533989,184491.252328321
2017-08-12,67424.2204118223,71701543.7393013,2570082.72384074,578188.601594812,214952.864270741,50676.524136861,148361.266073176
2017-08-13,48464.179366297,51041157.5011548,1777467.02689714,563224.601339858,152899.380837683,35857.3007609501,148318.066176012
2017-08-14,144662.66068092,47774513.1513726,1963066.56144822,489421.004251851,143366.741658913,39986.6466706094,133134.952718491
2017-08-15,62641.8161849972,52166684.8982951,1781012.6477966,504352.128127063,156153.455836665,36297.2823068377,125494.661528808
2017-08-16,64343.7390462472,53575470.5377927,1809200.01774036,526579.45426306,160955.450218915,35872.5001049058,124948.087677582
2017-08-17,69647.2696342611,31121445.4735555,1049333.70437656,289947.02825507,93273.4656425024,20965.8440589747,77722.16802178
2017-08-18,14955.3482014852,33835100.4453777,1057208.43082224,255468.347914761,101455.211713686,21390.3970590144,66070.8813376993
2017-08-19,138642.14099257,88236623.1575613,2493060.36432078,675106.494161745,264517.572725259,49600.8741899374,179117.821175808
2017-08-20,159773.26794837,86260335.6060045,3088077.68680644,585097.900230001,258212.033706184,61976.1346998508,157603.283148085
