date,ad_platform,advertising_channel,campaign_name,campaign_id,media_investment,clicks,impressions,conversions,conversion_value,country_code
2024-05-22,TV,TV,TV_TV_AT,491904392,1407.52,228.02,253675.9,19,760,AT
2024-05-23,TV,TV,TV_TV_AT,491904392,2499.11,449.06,443093.0,18,720,AT
2024-05-24,TV,TV,TV_TV_AT,491904392,1784.99,357.77,372612.4,5,200,AT
2024-05-25,TV,TV,TV_TV_AT,491904392,2070.84,382.24,390265.4,21,840,AT
2024-05-26,TV,TV,TV_TV_AT,491904392,1241.9,251.57,259386.0,14,560,AT
2024-05-27,TV,TV,TV_TV_AT,491904392,1788.73,347.08,349528.4,6,240,AT
2024-05-28,TV,TV,TV_TV_AT,491904392,2307.52,516.48,489673.6,8,320,AT
2024-05-29,TV,TV,TV_TV_AT,491904392,2426.17,526.5,522377.2,15,600,AT
2024-05-30,TV,TV,TV_TV_AT,491904392,1916.09,365.18,368084.9,18,720,AT
2024-05-31,TV,TV,TV_TV_AT,491904392,2042.45,360.55,379713.5,28,1120,AT
2024-06-01,TV,TV,TV_TV_AT,491904392,2343.22,395.21,429731.2,14,560,AT
2024-06-02,TV,TV,TV_TV_AT,491904392,2027.45,381.39,390775.8,20,800,AT
2024-06-03,TV,TV,TV_TV_AT,491904392,1959.81,339.21,340127.4,12,480,AT
2024-06-04,TV,TV,TV_TV_AT,491904392,2799.67,615.96,563848.7,19,760,AT
2024-06-05,TV,TV,TV_TV_AT,491904392,1930.17,396.98,394401.1,17,680,AT
2024-06-06,TV,TV,TV_TV_AT,491904392,2202.66,484.63,461393.6,22,880,AT
2024-06-07,TV,TV,TV_TV_AT,491904392,1647.17,326.03,334267.7,28,1120,AT
2024-06-08,TV,TV,TV_TV_AT,491904392,1848.76,327.57,347564.3,9,360,AT
2024-06-09,TV,TV,TV_TV_AT,491904392,1498.14,290.3,304649.8,10,400,AT
2024-06-10,TV,TV,TV_TV_AT,491904392,2436.7,455.98,472815.7,14,560,AT
2024-06-11,TV,TV,TV_TV_AT,491904392,1593.71,345.24,310390.4,20,800,AT
2024-06-12,TV,TV,TV_TV_AT,491904392,1557.97,330.47,344322.3,18,720,AT
2024-06-13,TV,TV,TV_TV_AT,491904392,2599.56,606.27,581381.5,22,880,AT
2024-06-14,TV,TV,TV_TV_AT,491904392,1381.83,258.88,270837.9,24,960,AT
2024-06-15,TV,TV,TV_TV_AT,491904392,2287.61,448.4,427997.2,10,400,AT
2024-06-16,TV,TV,TV_TV_AT,491904392,1849.49,391.88,384408.5,20,800,AT
2024-06-17,TV,TV,TV_TV_AT,491904392,1012.78,208.68,210317.8,14,560,AT
2024-06-18,TV,TV,TV_TV_AT,491904392,1845.87,401.64,402461.8,15,600,AT
2024-06-19,TV,TV,TV_TV_AT,491904392,1759.71,324.12,334903.6,12,480,AT
2024-06-20,TV,TV,TV_TV_AT,491904392,1595.71,330.39,323098.3,8,320,AT
2024-06-21,TV,TV,TV_TV_AT,491904392,2028.16,408.76,418167.0,13,520,AT
2024-06-22,TV,TV,TV_TV_AT,491904392,1633.93,328.01,348740.9,13,520,AT
2024-06-23,TV,TV,TV_TV_AT,491904392,1776.19,329.23,350952.7,20,800,AT
2024-06-24,TV,TV,TV_TV_AT,491904392,1724.1,314.08,311382.0,7,280,AT
2024-06-25,TV,TV,TV_TV_AT,491904392,1933.19,406.37,375515.7,16,640,AT
2024-06-26,TV,TV,TV_TV_AT,491904392,1719.42,368.41,365472.8,14,560,AT
2024-06-27,TV,TV,TV_TV_AT,491904392,1925.17,423.84,426360.7,23,920,AT
2024-06-28,TV,TV,TV_TV_AT,491904392,1405.9,255.38,251757.5,3,120,AT
2024-06-29,TV,TV,TV_TV_AT,491904392,1183.77,250.98,235110.3,15,600,AT
2024-06-30,TV,TV,TV_TV_AT,491904392,759.87,153.49,151812.1,6,240,AT
2024-07-01,TV,TV,TV_TV_AT,491904392,1462.38,286.37,292311.4,9,360,AT
2024-07-02,TV,TV,TV_TV_AT,491904392,1749.37,362.17,342676.6,10,400,AT
2024-07-03,TV,TV,TV_TV_AT,491904392,1788.14,428.61,419521.6,16,640,AT
2024-07-04,TV,TV,TV_TV_AT,491904392,1578.7,364.09,337180.3,22,880,AT
2024-07-05,TV,TV,TV_TV_AT,491904392,1076.53,206.03,204152.4,7,280,AT
2024-07-06,TV,TV,TV_TV_AT,491904392,1135.12,209.89,223144.5,8,320,AT
2024-07-07,TV,TV,TV_TV_AT,491904392,1655.74,308.73,330587.8,7,280,AT
2024-07-08,TV,TV,TV_TV_AT,491904392,1282.51,293.73,270455.7,9,360,AT
2024-07-09,TV,TV,TV_TV_AT,491904392,1239.08,247.35,226927.9,4,160,AT
2024-07-10,TV,TV,TV_TV_AT,491904392,1514.36,275.72,278210.9,8,320,AT
2024-07-11,TV,TV,TV_TV_AT,491904392,2620.71,498.01,507640.0,20,800,AT
2024-07-12,TV,TV,TV_TV_AT,491904392,1906.23,384.04,356974.4,14,560,AT
2024-07-13,TV,TV,TV_TV_AT,491904392,1728.93,356.82,377132.0,18,720,AT
2024-07-14,TV,TV,TV_TV_AT,491904392,1253.3,253.98,265595.9,15,600,AT
2024-07-15,TV,TV,TV_TV_AT,491904392,1760.35,352.64,341481.2,14,560,AT
2024-07-16,TV,TV,TV_TV_AT,491904392,1919.03,411.85,420058.1,17,680,AT
2024-07-17,TV,TV,TV_TV_AT,491904392,1299.01,282.01,282080.6,11,440,AT
2024-07-18,TV,TV,TV_TV_AT,491904392,2066.18,417.72,421143.4,8,320,AT
2024-07-19,TV,TV,TV_TV_AT,491904392,1379.06,300.45,295424.8,8,320,AT
2024-07-20,TV,TV,TV_TV_AT,491904392,2128.74,456.96,425909.2,14,560,AT
2024-07-21,TV,TV,TV_TV_AT,491904392,2486.71,498.66,496407.9,23,920,AT
2024-07-22,TV,TV,TV_TV_AT,491904392,2444.88,493.53,477891.8,29,1160,AT
2024-07-23,TV,TV,TV_TV_AT,491904392,1351.16,259.48,287489.9,13,520,AT
2024-07-24,TV,TV,TV_TV_AT,491904392,1933.02,367.09,367985.6,12,480,AT
2024-07-25,TV,TV,TV_TV_AT,491904392,2088.33,392.65,409557.0,10,400,AT
2024-07-26,TV,TV,TV_TV_AT,491904392,2178.98,389.54,414022.3,17,680,AT
2024-07-27,TV,TV,TV_TV_AT,491904392,1295.73,269.11,281189.2,11,440,AT
2024-07-28,TV,TV,TV_TV_AT,491904392,1115.68,235.26,239220.1,9,360,AT
2024-07-29,TV,TV,TV_TV_AT,491904392,1193.38,258.27,246710.9,9,360,AT
2024-07-30,TV,TV,TV_TV_AT,491904392,1832.71,352.86,377050.8,10,400,AT
2024-07-31,TV,TV,TV_TV_AT,491904392,1256.17,246.09,245715.1,14,560,AT
2024-08-01,TV,TV,TV_TV_AT,491904392,1709.36,318.73,326541.1,9,360,AT
2024-08-02,TV,TV,TV_TV_AT,491904392,2195.24,453.17,460655.7,24,960,AT
2024-08-03,TV,TV,TV_TV_AT,491904392,1353.91,292.28,277984.7,9,360,AT
2024-08-04,TV,TV,TV_TV_AT,491904392,1302.52,291.51,283775.9,12,480,AT
2024-08-05,TV,TV,TV_TV_AT,491904392,2465.6,511.53,478444.7,25,1000,AT
2024-08-06,TV,TV,TV_TV_AT,491904392,1221.41,247.99,249915.4,9,360,AT
2024-08-07,TV,TV,TV_TV_AT,491904392,1648.46,338.65,350641.1,11,440,AT
2024-08-08,TV,TV,TV_TV_AT,491904392,2074.97,392.74,397164.0,14,560,AT
2024-08-09,TV,TV,TV_TV_AT,491904392,1569.33,304.87,301193.3,9,360,AT
2024-08-10,TV,TV,TV_TV_AT,491904392,1355.68,264.62,262295.4,13,520,AT
2024-08-11,TV,TV,TV_TV_AT,491904392,2037.6,409.3,432103.1,15,600,AT
2024-08-12,TV,TV,TV_TV_AT,491904392,1859.7,365.74,364091.6,15,600,AT
2024-08-13,TV,TV,TV_TV_AT,491904392,2089.85,461.73,456493.6,16,640,AT
2024-08-14,TV,TV,TV_TV_AT,491904392,1659.53,369.49,325791.3,4,160,AT
2024-08-15,TV,TV,TV_TV_AT,491904392,1386.0,308.74,281087.0,9,360,AT
2024-08-16,TV,TV,TV_TV_AT,491904392,1877.15,358.06,373663.7,19,760,AT
2024-08-17,TV,TV,TV_TV_AT,491904392,1241.19,231.59,234943.0,12,480,AT
2024-08-18,TV,TV,TV_TV_AT,491904392,2218.61,434.54,467524.9,13,520,AT
2024-08-19,TV,TV,TV_TV_AT,491904392,1031.12,199.78,205764.4,15,600,AT
2024-08-20,TV,TV,TV_TV_AT,491904392,2640.99,557.98,549243.1,13,520,AT
2024-08-21,TV,TV,TV_TV_AT,491904392,1805.15,377.52,355427.6,14,560,AT
2024-08-22,TV,TV,TV_TV_AT,491904392,2268.76,417.46,432957.7,12,480,AT
2024-08-23,TV,TV,TV_TV_AT,491904392,1640.12,335.31,346455.2,6,240,AT
2024-08-24,TV,TV,TV_TV_AT,491904392,1687.06,311.9,347249.5,12,480,AT
2024-08-25,TV,TV,TV_TV_AT,491904392,1753.76,361.18,364131.4,11,440,AT
2024-08-26,TV,TV,TV_TV_AT,491904392,2082.24,411.93,434400.2,20,800,AT
2024-08-27,TV,TV,TV_TV_AT,491904392,2019.46,389.97,400432.3,20,800,AT
2024-08-28,TV,TV,TV_TV_AT,491904392,1459.23,306.88,320635.9,20,800,AT
2024-08-29,TV,TV,TV_TV_AT,491904392,1796.59,353.31,354974.5,15,600,AT
2024-08-30,TV,TV,TV_TV_AT,491904392,2090.6,423.79,462720.9,20,800,AT
2024-08-31,TV,TV,TV_TV_AT,491904392,1793.87,359.48,386837.5,17,680,AT
2024-09-01,TV,TV,TV_TV_AT,491904392,2583.8,576.45,518232.4,21,840,AT
2024-09-02,TV,TV,TV_TV_AT,491904392,1656.45,316.2,337224.4,26,1040,AT
2024-09-03,TV,TV,TV_TV_AT,491904392,1876.71,377.4,398673.8,15,600,AT
2024-09-04,TV,TV,TV_TV_AT,491904392,1955.88,401.47,366241.3,8,320,AT
2024-09-05,TV,TV,TV_TV_AT,491904392,1357.25,307.41,265852.6,8,320,AT
2024-09-06,TV,TV,TV_TV_AT,491904392,2118.03,414.44,439438.4,22,880,AT
2024-09-07,TV,TV,TV_TV_AT,491904392,1772.5,336.35,342596.1,17,680,AT
2024-09-08,TV,TV,TV_TV_AT,491904392,2382.55,492.28,483941.5,17,680,AT
2024-09-09,TV,TV,TV_TV_AT,491904392,2020.99,441.69,405120.0,16,640,AT
2024-09-10,TV,TV,TV_TV_AT,491904392,2481.79,438.57,460754.2,13,520,AT
2024-09-11,TV,TV,TV_TV_AT,491904392,1793.97,369.45,374005.0,20,800,AT
2024-09-12,TV,TV,TV_TV_AT,491904392,1438.37,295.36,284100.4,15,600,AT
2024-09-13,TV,TV,TV_TV_AT,491904392,1683.29,332.17,325029.1,15,600,AT
2024-09-14,TV,TV,TV_TV_AT,491904392,1835.57,341.4,347878.9,1,40,AT
2024-09-15,TV,TV,TV_TV_AT,491904392,1004.4,217.17,218628.5,6,240,AT
2024-09-16,TV,TV,TV_TV_AT,491904392,2207.3,389.62,417346.6,13,520,AT
2024-09-17,TV,TV,TV_TV_AT,491904392,2475.56,461.35,466872.9,11,440,AT
2024-09-18,TV,TV,TV_TV_AT,491904392,2006.95,404.69,410116.1,22,880,AT
2024-09-19,TV,TV,TV_TV_AT,491904392,2903.92,602.99,596030.2,35,1400,AT
2024-09-20,TV,TV,TV_TV_AT,491904392,2010.47,379.55,390235.9,24,960,AT
2024-09-21,TV,TV,TV_TV_AT,491904392,2664.78,591.72,577929.6,20,800,AT
2024-09-22,TV,TV,TV_TV_AT,491904392,1835.8,395.38,375862.3,19,760,AT
2024-09-23,TV,TV,TV_TV_AT,491904392,1474.68,286.55,284332.1,12,480,AT
2024-09-24,TV,TV,TV_TV_AT,491904392,1994.94,409.92,402770.9,8,320,AT
2024-09-25,TV,TV,TV_TV_AT,491904392,1835.98,351.64,350706.9,14,560,AT
2024-09-26,TV,TV,TV_TV_AT,491904392,1598.79,336.25,336247.0,13,520,AT
2024-09-27,TV,TV,TV_TV_AT,491904392,2097.54,400.92,415645.4,20,800,AT
2024-09-28,TV,TV,TV_TV_AT,491904392,1627.85,350.5,344999.8,14,560,AT
2024-09-29,TV,TV,TV_TV_AT,491904392,1242.42,265.2,266494.7,16,640,AT
2024-09-30,TV,TV,TV_TV_AT,491904392,1337.25,328.15,295540.1,12,480,AT
2024-10-01,TV,TV,TV_TV_AT,491904392,2068.04,497.67,460023.7,8,320,AT
2024-10-02,TV,TV,TV_TV_AT,491904392,2188.13,450.19,441584.3,25,1000,AT
2024-10-03,TV,TV,TV_TV_AT,491904392,3229.72,579.27,601802.5,20,800,AT
2024-10-04,TV,TV,TV_TV_AT,491904392,2579.24,447.41,472999.7,13,520,AT
2024-10-05,TV,TV,TV_TV_AT,491904392,1829.73,424.41,399868.5,2,80,AT
2024-10-06,TV,TV,TV_TV_AT,491904392,2313.95,458.89,452904.1,28,1120,AT
2024-10-07,TV,TV,TV_TV_AT,491904392,1777.16,403.75,394169.3,13,520,AT
2024-10-08,TV,TV,TV_TV_AT,491904392,1688.45,330.72,360859.3,26,1040,AT
2024-10-09,TV,TV,TV_TV_AT,491904392,1417.36,299.4,285831.2,14,560,AT
2024-10-10,TV,TV,TV_TV_AT,491904392,2083.12,438.37,428524.0,22,880,AT
2024-10-11,TV,TV,TV_TV_AT,491904392,1897.33,337.62,356890.9,20,800,AT
2024-10-12,TV,TV,TV_TV_AT,491904392,2006.14,366.87,375620.6,10,400,AT
2024-10-13,TV,TV,TV_TV_AT,491904392,2506.96,575.72,568175.0,30,1200,AT
2024-10-14,TV,TV,TV_TV_AT,491904392,2393.36,470.17,468940.7,23,920,AT
2024-10-15,TV,TV,TV_TV_AT,491904392,2285.48,423.81,430048.8,23,920,AT
2024-10-16,TV,TV,TV_TV_AT,491904392,2125.91,401.23,403312.4,4,160,AT
2024-10-17,TV,TV,TV_TV_AT,491904392,2071.81,399.47,404538.9,15,600,AT
2024-10-18,TV,TV,TV_TV_AT,491904392,873.52,158.78,157574.1,11,440,AT
2024-10-19,TV,TV,TV_TV_AT,491904392,2029.31,466.65,433546.3,15,600,AT
2024-10-20,TV,TV,TV_TV_AT,491904392,1660.83,273.68,311159.1,18,720,AT
2024-10-21,TV,TV,TV_TV_AT,491904392,1813.22,366.91,371279.6,12,480,AT
