country,turnover,customer_type,country_code,granted_discounts,sales_channel,date
Austria,364.87,Returning,AT,0,Stores,2024-01-10
Austria,1535.03,New,AT,0,Ecom,2024-01-11
Austria,445.59,New,AT,0,Stores,2024-01-11
Austria,2449.36,Returning,AT,0,Ecom,2024-01-11
Austria,144.24,Returning,AT,0,Stores,2024-01-11
Austria,1982.63,New,AT,0,Ecom,2024-01-12
Austria,1721.2,New,AT,0,Stores,2024-01-12
Austria,1406.96,Returning,AT,0,Ecom,2024-01-12
Austria,708.61,Returning,AT,0,Stores,2024-01-12
Austria,1777.15,New,AT,0,Ecom,2024-01-13
Austria,634.74,New,AT,0,Stores,2024-01-13
Austria,2757.15,Returning,AT,0,Ecom,2024-01-13
Austria,123.33,Returning,AT,0,Stores,2024-01-13
Austria,926.5,New,AT,0,Ecom,2024-01-14
Austria,1769.78,New,AT,0,Stores,2024-01-14
Austria,1384.3,Returning,AT,0,Ecom,2024-01-14
Austria,640.67,Returning,AT,0,Stores,2024-01-14
Austria,2561.9,New,AT,0,Ecom,2024-01-15
Austria,1223.44,New,AT,0,Stores,2024-01-15
Austria,1427.12,Returning,AT,0,Ecom,2024-01-15
Austria,91.03,Returning,AT,0,Stores,2024-01-15
Austria,2394.77,New,AT,0,Ecom,2024-01-16
Austria,840.85,New,AT,0,Stores,2024-01-16
Austria,1889.01,Returning,AT,0,Ecom,2024-01-16
Austria,99.75,Returning,AT,0,Stores,2024-01-16
Austria,2815.07,New,AT,0,Ecom,2024-01-17
Austria,917.14,New,AT,0,Stores,2024-01-17
Austria,299.02,Returning,AT,0,Ecom,2024-01-17
Austria,1919.29,Returning,AT,0,Stores,2024-01-17
Austria,1631.61,New,AT,0,Ecom,2024-01-18
Austria,877.98,New,AT,0,Stores,2024-01-18
Austria,1659.73,Returning,AT,0,Ecom,2024-01-18
Austria,1057.54,Returning,AT,0,Stores,2024-01-18
Austria,949.66,New,AT,0,Ecom,2024-01-19
Austria,1831.75,New,AT,0,Stores,2024-01-19
Austria,1035.98,Returning,AT,0,Ecom,2024-01-19
Austria,726.78,Returning,AT,0,Stores,2024-01-19
Austria,1770.65,New,AT,0,Ecom,2024-01-20
Austria,1849.88,New,AT,0,Stores,2024-01-20
Austria,829.76,Returning,AT,0,Ecom,2024-01-20
Austria,832.38,Returning,AT,0,Stores,2024-01-20
Austria,2349.5,New,AT,0,Ecom,2024-01-21
Austria,1191.4,New,AT,0,Stores,2024-01-21
Austria,995.64,Returning,AT,0,Ecom,2024-01-21
Austria,286.82,Returning,AT,0,Stores,2024-01-21
Austria,1729.7,New,AT,0,Ecom,2024-01-22
Austria,686.73,New,AT,0,Stores,2024-01-22
Austria,2359.4,Returning,AT,0,Ecom,2024-01-22
Austria,338.44,Returning,AT,0,Stores,2024-01-22
Austria,800.54,New,AT,0,Ecom,2024-01-23
Austria,1962.74,New,AT,0,Stores,2024-01-23
Austria,1873.0,Returning,AT,0,Ecom,2024-01-23
Austria,398.66,Returning,AT,0,Stores,2024-01-23
Austria,3473.63,New,AT,0,Ecom,2024-01-24
Austria,171.39,New,AT,0,Stores,2024-01-24
Austria,1816.66,Returning,AT,0,Ecom,2024-01-24
Austria,148.38,Returning,AT,0,Stores,2024-01-24
Austria,1745.49,New,AT,0,Ecom,2024-01-25
Austria,1466.85,New,AT,0,Stores,2024-01-25
Austria,2624.86,Returning,AT,0,Ecom,2024-01-25
Austria,404.93,Returning,AT,0,Stores,2024-01-25
Austria,1508.47,New,AT,0,Ecom,2024-01-26
Austria,2180.6,New,AT,0,Stores,2024-01-26
Austria,1069.99,Returning,AT,0,Ecom,2024-01-26
Austria,378.65,Returning,AT,0,Stores,2024-01-26
Austria,2554.14,New,AT,0,Ecom,2024-01-27
Austria,1396.81,New,AT,0,Stores,2024-01-27
Austria,1587.58,Returning,AT,0,Ecom,2024-01-27
Austria,196.42,Returning,AT,0,Stores,2024-01-27
Austria,2460.48,New,AT,0,Ecom,2024-01-28
Austria,1914.95,New,AT,0,Stores,2024-01-28
Austria,384.26,Returning,AT,0,Ecom,2024-01-28
Austria,636.5,Returning,AT,0,Stores,2024-01-28
Austria,3156.99,New,AT,0,Ecom,2024-01-29
Austria,500.79,New,AT,0,Stores,2024-01-29
Austria,744.84,Returning,AT,0,Ecom,2024-01-29
Austria,404.18,Returning,AT,0,Stores,2024-01-29
Austria,2227.92,New,AT,0,Ecom,2024-01-30
Austria,2091.76,New,AT,0,Stores,2024-01-30
Austria,1244.36,Returning,AT,0,Ecom,2024-01-30
Austria,300.13,Returning,AT,0,Stores,2024-01-30
Austria,724.0,New,AT,0,Ecom,2024-01-31
Austria,1417.86,New,AT,0,Stores,2024-01-31
Austria,4479.21,Returning,AT,0,Ecom,2024-01-31
Austria,105.47,Returning,AT,0,Stores,2024-01-31
Austria,2855.24,New,AT,0,Ecom,2024-02-01
Austria,865.58,New,AT,0,Stores,2024-02-01
Austria,2575.91,Returning,AT,0,Ecom,2024-02-01
Austria,87.35,Returning,AT,0,Stores,2024-02-01
Austria,2314.01,New,AT,0,Ecom,2024-02-02
Austria,2107.39,New,AT,0,Stores,2024-02-02
Austria,1624.96,Returning,AT,0,Ecom,2024-02-02
Austria,73.52,Returning,AT,0,Stores,2024-02-02
Austria,1224.21,New,AT,0,Ecom,2024-02-03
Austria,1825.29,New,AT,0,Stores,2024-02-03
Austria,1197.68,Returning,AT,0,Ecom,2024-02-03
Austria,1397.36,Returning,AT,0,Stores,2024-02-03
Austria,3565.65,New,AT,0,Ecom,2024-02-04
Austria,378.15,New,AT,0,Stores,2024-02-04
Austria,1422.47,Returning,AT,0,Ecom,2024-02-04
Austria,276.41,Returning,AT,0,Stores,2024-02-04
Austria,1550.63,New,AT,0,Ecom,2024-02-05
Austria,2984.76,New,AT,0,Stores,2024-02-05
Austria,592.95,Returning,AT,0,Ecom,2024-02-05
Austria,124.93,Returning,AT,0,Stores,2024-02-05
Austria,2362.27,New,AT,0,Ecom,2024-02-06
Austria,635.84,New,AT,0,Stores,2024-02-06
Austria,1012.73,Returning,AT,0,Ecom,2024-02-06
Austria,1503.05,Returning,AT,0,Stores,2024-02-06
Austria,981.95,New,AT,0,Ecom,2024-02-07
Austria,2244.7,New,AT,0,Stores,2024-02-07
Austria,1537.94,Returning,AT,0,Ecom,2024-02-07
Austria,584.08,Returning,AT,0,Stores,2024-02-07
Austria,2541.54,New,AT,0,Ecom,2024-02-08
Austria,1438.2,New,AT,0,Stores,2024-02-08
Austria,2304.4,Returning,AT,0,Ecom,2024-02-08
Austria,121.95,Returning,AT,0,Stores,2024-02-08
Austria,3441.6,New,AT,0,Ecom,2024-02-09
Austria,1870.02,New,AT,0,Stores,2024-02-09
Austria,782.28,Returning,AT,0,Ecom,2024-02-09
Austria,167.46,Returning,AT,0,Stores,2024-02-09
Austria,1239.0,New,AT,0,Ecom,2024-02-10
Austria,1100.4,New,AT,0,Stores,2024-02-10
Austria,813.96,Returning,AT,0,Ecom,2024-02-10
Austria,2828.21,Returning,AT,0,Stores,2024-02-10
Austria,2737.1,New,AT,0,Ecom,2024-02-11
Austria,2722.7,New,AT,0,Stores,2024-02-11
Austria,1261.96,Returning,AT,0,Ecom,2024-02-11
Austria,47.23,Returning,AT,0,Stores,2024-02-11
Austria,3483.03,New,AT,0,Ecom,2024-02-12
Austria,1867.02,New,AT,0,Stores,2024-02-12
Austria,392.35,Returning,AT,0,Ecom,2024-02-12
Austria,187.03,Returning,AT,0,Stores,2024-02-12
Austria,2238.81,New,AT,0,Ecom,2024-02-13
Austria,1213.86,New,AT,0,Stores,2024-02-13
Austria,629.3,Returning,AT,0,Ecom,2024-02-13
Austria,1904.56,Returning,AT,0,Stores,2024-02-13
Austria,2097.73,New,AT,0,Ecom,2024-02-14
Austria,2402.97,New,AT,0,Stores,2024-02-14
Austria,1018.94,Returning,AT,0,Ecom,2024-02-14
Austria,68.86,Returning,AT,0,Stores,2024-02-14
Austria,3329.03,New,AT,0,Ecom,2024-02-15
Austria,2002.05,New,AT,0,Stores,2024-02-15
Austria,172.4,Returning,AT,0,Ecom,2024-02-15
Austria,561.65,Returning,AT,0,Stores,2024-02-15
Austria,2247.96,New,AT,0,Ecom,2024-02-16
Austria,758.77,New,AT,0,Stores,2024-02-16
Austria,1501.45,Returning,AT,0,Ecom,2024-02-16
Austria,474.53,Returning,AT,0,Stores,2024-02-16
Austria,3242.38,New,AT,0,Ecom,2024-02-17
Austria,673.01,New,AT,0,Stores,2024-02-17
Austria,2015.63,Returning,AT,0,Ecom,2024-02-17
Austria,3.1,Returning,AT,0,Stores,2024-02-17
Austria,350.32,New,AT,0,Ecom,2024-02-18
Austria,2477.94,New,AT,0,Stores,2024-02-18
Austria,3103.78,Returning,AT,0,Ecom,2024-02-18
Austria,527.77,Returning,AT,0,Stores,2024-02-18
Austria,1003.72,New,AT,0,Ecom,2024-02-19
Austria,999.03,New,AT,0,Stores,2024-02-19
Austria,1028.77,Returning,AT,0,Ecom,2024-02-19
Austria,1499.3,Returning,AT,0,Stores,2024-02-19
Austria,1787.02,New,AT,0,Ecom,2024-02-20
Austria,727.99,New,AT,0,Stores,2024-02-20
Austria,2534.81,Returning,AT,0,Ecom,2024-02-20
Austria,86.56,Returning,AT,0,Stores,2024-02-20
Austria,2531.29,New,AT,0,Ecom,2024-02-21
Austria,1594.8,New,AT,0,Stores,2024-02-21
Austria,2049.34,Returning,AT,0,Ecom,2024-02-21
Austria,492.95,Returning,AT,0,Stores,2024-02-21
Austria,829.83,New,AT,0,Ecom,2024-02-22
Austria,1960.67,New,AT,0,Stores,2024-02-22
Austria,1545.76,Returning,AT,0,Ecom,2024-02-22
Austria,1594.36,Returning,AT,0,Stores,2024-02-22
Austria,1379.63,New,AT,0,Ecom,2024-02-23
Austria,2334.91,New,AT,0,Stores,2024-02-23
Austria,813.65,Returning,AT,0,Ecom,2024-02-23
Austria,587.03,Returning,AT,0,Stores,2024-02-23
Austria,2090.68,New,AT,0,Ecom,2024-02-24
Austria,2463.52,New,AT,0,Stores,2024-02-24
Austria,451.02,Returning,AT,0,Ecom,2024-02-24
Austria,108.13,Returning,AT,0,Stores,2024-02-24
Austria,3473.38,New,AT,0,Ecom,2024-02-25
Austria,29.25,New,AT,0,Stores,2024-02-25
Austria,1484.27,Returning,AT,0,Ecom,2024-02-25
Austria,1146.68,Returning,AT,0,Stores,2024-02-25
Austria,1771.99,New,AT,0,Ecom,2024-02-26
Austria,1855.11,New,AT,0,Stores,2024-02-26
Austria,1478.5,Returning,AT,0,Ecom,2024-02-26
Austria,898.63,Returning,AT,0,Stores,2024-02-26
Austria,2186.76,New,AT,0,Ecom,2024-02-27
Austria,242.76,New,AT,0,Stores,2024-02-27
Austria,1145.38,Returning,AT,0,Ecom,2024-02-27
Austria,1357.24,Returning,AT,0,Stores,2024-02-27
Austria,459.76,New,AT,0,Ecom,2024-02-28
Austria,1778.37,New,AT,0,Stores,2024-02-28
Austria,2294.34,Returning,AT,0,Ecom,2024-02-28
Austria,876.46,Returning,AT,0,Stores,2024-02-28
Austria,2226.31,New,AT,0,Ecom,2024-02-29
Austria,608.17,New,AT,0,Stores,2024-02-29
Austria,1165.69,Returning,AT,0,Ecom,2024-02-29
Austria,961.74,Returning,AT,0,Stores,2024-02-29
Austria,3649.12,New,AT,0,Ecom,2024-03-01
Austria,375.43,New,AT,0,Stores,2024-03-01
Austria,795.53,Returning,AT,0,Ecom,2024-03-01
Austria,407.26,Returning,AT,0,Stores,2024-03-01
Austria,1613.56,New,AT,0,Ecom,2024-03-02
Austria,955.08,New,AT,0,Stores,2024-03-02
Austria,1105.2,Returning,AT,0,Ecom,2024-03-02
Austria,1439.28,Returning,AT,0,Stores,2024-03-02
Austria,3131.79,New,AT,0,Ecom,2024-03-03
Austria,573.4,New,AT,0,Stores,2024-03-03
Austria,1210.68,Returning,AT,0,Ecom,2024-03-03
Austria,1100.35,Returning,AT,0,Stores,2024-03-03
Austria,2372.54,New,AT,0,Ecom,2024-03-04
Austria,663.31,New,AT,0,Stores,2024-03-04
Austria,2273.26,Returning,AT,0,Ecom,2024-03-04
Austria,318.94,Returning,AT,0,Stores,2024-03-04
Austria,2556.33,New,AT,0,Ecom,2024-03-05
Austria,1464.36,New,AT,0,Stores,2024-03-05
Austria,1101.94,Returning,AT,0,Ecom,2024-03-05
Austria,97.39,Returning,AT,0,Stores,2024-03-05
Austria,3115.09,New,AT,0,Ecom,2024-03-06
Austria,382.13,New,AT,0,Stores,2024-03-06
Austria,1681.92,Returning,AT,0,Ecom,2024-03-06
Austria,138.02,Returning,AT,0,Stores,2024-03-06
Austria,3242.55,New,AT,0,Ecom,2024-03-07
Austria,1436.27,New,AT,0,Stores,2024-03-07
Austria,1200.89,Returning,AT,0,Ecom,2024-03-07
Austria,451.81,Returning,AT,0,Stores,2024-03-07
Austria,3207.45,New,AT,0,Ecom,2024-03-08
Austria,557.62,New,AT,0,Stores,2024-03-08
Austria,1494.99,Returning,AT,0,Ecom,2024-03-08
Austria,266.3,Returning,AT,0,Stores,2024-03-08
Austria,2078.68,New,AT,0,Ecom,2024-03-09
Austria,1333.35,New,AT,0,Stores,2024-03-09
Austria,984.1,Returning,AT,0,Ecom,2024-03-09
Austria,686.57,Returning,AT,0,Stores,2024-03-09
Austria,4501.83,New,AT,0,Ecom,2024-03-10
Austria,314.4,New,AT,0,Stores,2024-03-10
Austria,260.16,Returning,AT,0,Ecom,2024-03-10
Austria,181.01,Returning,AT,0,Stores,2024-03-10
Austria,1586.7,New,AT,0,Ecom,2024-03-11
Austria,2002.59,New,AT,0,Stores,2024-03-11
Austria,484.68,Returning,AT,0,Ecom,2024-03-11
Austria,1994.67,Returning,AT,0,Stores,2024-03-11
Austria,1841.98,New,AT,0,Ecom,2024-03-12
Austria,2402.17,New,AT,0,Stores,2024-03-12
Austria,2060.19,Returning,AT,0,Ecom,2024-03-12
Austria,558.2,Returning,AT,0,Stores,2024-03-12
Austria,3187.21,New,AT,0,Ecom,2024-03-13
Austria,249.96,New,AT,0,Stores,2024-03-13
Austria,504.06,Returning,AT,0,Ecom,2024-03-13
Austria,1500.96,Returning,AT,0,Stores,2024-03-13
Austria,2524.86,New,AT,0,Ecom,2024-03-14
Austria,1392.76,New,AT,0,Stores,2024-03-14
Austria,1129.18,Returning,AT,0,Ecom,2024-03-14
Austria,506.33,Returning,AT,0,Stores,2024-03-14
Austria,4496.57,New,AT,0,Ecom,2024-03-15
Austria,606.19,New,AT,0,Stores,2024-03-15
Austria,1325.44,Returning,AT,0,Ecom,2024-03-15
Austria,72.6,Returning,AT,0,Stores,2024-03-15
Austria,2207.33,New,AT,0,Ecom,2024-03-16
Austria,2505.89,New,AT,0,Stores,2024-03-16
Austria,189.5,Returning,AT,0,Ecom,2024-03-16
Austria,292.17,Returning,AT,0,Stores,2024-03-16
Austria,1932.43,New,AT,0,Ecom,2024-03-17
Austria,1254.31,New,AT,0,Stores,2024-03-17
Austria,1505.24,Returning,AT,0,Ecom,2024-03-17
Austria,70.05,Returning,AT,0,Stores,2024-03-17
Austria,2130.08,New,AT,0,Ecom,2024-03-18
Austria,974.82,New,AT,0,Stores,2024-03-18
Austria,1813.8,Returning,AT,0,Ecom,2024-03-18
Austria,84.18,Returning,AT,0,Stores,2024-03-18
Austria,2736.37,New,AT,0,Ecom,2024-03-19
Austria,487.98,New,AT,0,Stores,2024-03-19
Austria,1137.32,Returning,AT,0,Ecom,2024-03-19
Austria,1965.42,Returning,AT,0,Stores,2024-03-19
Austria,1515.98,New,AT,0,Ecom,2024-03-20
Austria,985.07,New,AT,0,Stores,2024-03-20
Austria,2800.27,Returning,AT,0,Ecom,2024-03-20
Austria,745.51,Returning,AT,0,Stores,2024-03-20
Austria,3829.96,New,AT,0,Ecom,2024-03-21
Austria,720.73,New,AT,0,Stores,2024-03-21
Austria,220.65,Returning,AT,0,Ecom,2024-03-21
Austria,885.79,Returning,AT,0,Stores,2024-03-21
Austria,2486.47,New,AT,0,Ecom,2024-03-22
Austria,2293.93,New,AT,0,Stores,2024-03-22
Austria,842.49,Returning,AT,0,Ecom,2024-03-22
Austria,77.09,Returning,AT,0,Stores,2024-03-22
Austria,2276.64,New,AT,0,Ecom,2024-03-23
Austria,2145.74,New,AT,0,Stores,2024-03-23
Austria,708.4,Returning,AT,0,Ecom,2024-03-23
Austria,122.31,Returning,AT,0,Stores,2024-03-23
Austria,2118.77,New,AT,0,Ecom,2024-03-24
Austria,2927.75,New,AT,0,Stores,2024-03-24
Austria,1024.88,Returning,AT,0,Ecom,2024-03-24
Austria,579.33,Returning,AT,0,Stores,2024-03-24
Austria,2717.1,New,AT,0,Ecom,2024-03-25
Austria,666.4,New,AT,0,Stores,2024-03-25
Austria,1421.79,Returning,AT,0,Ecom,2024-03-25
Austria,354.27,Returning,AT,0,Stores,2024-03-25
Austria,1075.47,New,AT,0,Ecom,2024-03-26
Austria,2543.8,New,AT,0,Stores,2024-03-26
Austria,1266.17,Returning,AT,0,Ecom,2024-03-26
Austria,567.5,Returning,AT,0,Stores,2024-03-26
Austria,2533.34,New,AT,0,Ecom,2024-03-27
Austria,926.31,New,AT,0,Stores,2024-03-27
Austria,3443.5,Returning,AT,0,Ecom,2024-03-27
Austria,169.91,Returning,AT,0,Stores,2024-03-27
Austria,2814.03,New,AT,0,Ecom,2024-03-28
Austria,1387.54,New,AT,0,Stores,2024-03-28
Austria,941.2,Returning,AT,0,Ecom,2024-03-28
Austria,117.11,Returning,AT,0,Stores,2024-03-28
Austria,832.05,New,AT,0,Ecom,2024-03-29
Austria,2307.17,New,AT,0,Stores,2024-03-29
Austria,2115.24,Returning,AT,0,Ecom,2024-03-29
Austria,1032.88,Returning,AT,0,Stores,2024-03-29
Austria,903.77,New,AT,0,Ecom,2024-03-30
Austria,1565.03,New,AT,0,Stores,2024-03-30
Austria,1110.37,Returning,AT,0,Ecom,2024-03-30
Austria,1696.65,Returning,AT,0,Stores,2024-03-30
Austria,1432.16,New,AT,0,Ecom,2024-03-31
Austria,1054.36,New,AT,0,Stores,2024-03-31
Austria,1487.17,Returning,AT,0,Ecom,2024-03-31
Austria,1018.11,Returning,AT,0,Stores,2024-03-31
Austria,1992.91,New,AT,0,Ecom,2024-04-01
Austria,186.92,New,AT,0,Stores,2024-04-01
Austria,2464.86,Returning,AT,0,Ecom,2024-04-01
Austria,7.58,Returning,AT,0,Stores,2024-04-01
Austria,2462.76,New,AT,0,Ecom,2024-04-02
Austria,1453.44,New,AT,0,Stores,2024-04-02
Austria,879.19,Returning,AT,0,Ecom,2024-04-02
Austria,164.75,Returning,AT,0,Stores,2024-04-02
Austria,445.47,New,AT,0,Ecom,2024-04-03
Austria,2754.32,New,AT,0,Stores,2024-04-03
Austria,448.18,Returning,AT,0,Ecom,2024-04-03
Austria,1518.89,Returning,AT,0,Stores,2024-04-03
Austria,2530.32,New,AT,0,Ecom,2024-04-04
Austria,1003.86,New,AT,0,Stores,2024-04-04
Austria,479.0,Returning,AT,0,Ecom,2024-04-04
Austria,990.15,Returning,AT,0,Stores,2024-04-04
Austria,1963.07,New,AT,0,Ecom,2024-04-05
Austria,1540.78,New,AT,0,Stores,2024-04-05
Austria,565.16,Returning,AT,0,Ecom,2024-04-05
Austria,1683.13,Returning,AT,0,Stores,2024-04-05
Austria,1809.08,New,AT,0,Ecom,2024-04-06
Austria,1690.16,New,AT,0,Stores,2024-04-06
Austria,2412.45,Returning,AT,0,Ecom,2024-04-06
Austria,171.27,Returning,AT,0,Stores,2024-04-06
Austria,774.86,New,AT,0,Ecom,2024-04-07
Austria,2198.29,New,AT,0,Stores,2024-04-07
Austria,1515.33,Returning,AT,0,Ecom,2024-04-07
Austria,626.94,Returning,AT,0,Stores,2024-04-07
Austria,3153.22,New,AT,0,Ecom,2024-04-08
Austria,1052.82,New,AT,0,Stores,2024-04-08
Austria,1100.04,Returning,AT,0,Ecom,2024-04-08
Austria,125.57,Returning,AT,0,Stores,2024-04-08
Austria,2721.04,New,AT,0,Ecom,2024-04-09
Austria,474.23,New,AT,0,Stores,2024-04-09
Austria,282.17,Returning,AT,0,Ecom,2024-04-09
Austria,1763.29,Returning,AT,0,Stores,2024-04-09
Austria,3319.16,New,AT,0,Ecom,2024-04-10
Austria,1565.95,New,AT,0,Stores,2024-04-10
Austria,1280.1,Returning,AT,0,Ecom,2024-04-10
Austria,122.6,Returning,AT,0,Stores,2024-04-10
Austria,1375.41,New,AT,0,Ecom,2024-04-11
Austria,757.46,New,AT,0,Stores,2024-04-11
Austria,3347.56,Returning,AT,0,Ecom,2024-04-11
Austria,4.43,Returning,AT,0,Stores,2024-04-11
Austria,1079.04,New,AT,0,Ecom,2024-04-12
Austria,855.0,New,AT,0,Stores,2024-04-12
Austria,1805.89,Returning,AT,0,Ecom,2024-04-12
Austria,1797.71,Returning,AT,0,Stores,2024-04-12
Austria,1314.94,New,AT,0,Ecom,2024-04-13
Austria,2363.37,New,AT,0,Stores,2024-04-13
Austria,1437.29,Returning,AT,0,Ecom,2024-04-13
Austria,225.88,Returning,AT,0,Stores,2024-04-13
Austria,3742.33,New,AT,0,Ecom,2024-04-14
Austria,406.74,New,AT,0,Stores,2024-04-14
Austria,1505.13,Returning,AT,0,Ecom,2024-04-14
Austria,43.98,Returning,AT,0,Stores,2024-04-14
Austria,2597.78,New,AT,0,Ecom,2024-04-15
Austria,1494.42,New,AT,0,Stores,2024-04-15
Austria,534.61,Returning,AT,0,Ecom,2024-04-15
Austria,311.61,Returning,AT,0,Stores,2024-04-15
Austria,1211.52,New,AT,0,Ecom,2024-04-16
Austria,1555.8,New,AT,0,Stores,2024-04-16
Austria,2832.35,Returning,AT,0,Ecom,2024-04-16
Austria,90.77,Returning,AT,0,Stores,2024-04-16
Austria,2930.71,New,AT,0,Ecom,2024-04-17
Austria,1374.04,New,AT,0,Stores,2024-04-17
Austria,371.62,Returning,AT,0,Ecom,2024-04-17
Austria,1160.06,Returning,AT,0,Stores,2024-04-17
Austria,1962.29,New,AT,0,Ecom,2024-04-18
Austria,593.76,New,AT,0,Stores,2024-04-18
Austria,1906.05,Returning,AT,0,Ecom,2024-04-18
Austria,866.53,Returning,AT,0,Stores,2024-04-18
Austria,3359.82,New,AT,0,Ecom,2024-04-19
Austria,829.7,New,AT,0,Stores,2024-04-19
Austria,847.69,Returning,AT,0,Ecom,2024-04-19
Austria,278.21,Returning,AT,0,Stores,2024-04-19
Austria,1238.19,New,AT,0,Ecom,2024-04-20
Austria,2603.34,New,AT,0,Stores,2024-04-20
Austria,1253.73,Returning,AT,0,Ecom,2024-04-20
Austria,680.91,Returning,AT,0,Stores,2024-04-20
Austria,2663.07,New,AT,0,Ecom,2024-04-21
Austria,1583.47,New,AT,0,Stores,2024-04-21
Austria,663.09,Returning,AT,0,Ecom,2024-04-21
Austria,463.71,Returning,AT,0,Stores,2024-04-21
Austria,1856.92,New,AT,0,Ecom,2024-04-22
Austria,3283.18,New,AT,0,Stores,2024-04-22
Austria,741.37,Returning,AT,0,Ecom,2024-04-22
Austria,20.73,Returning,AT,0,Stores,2024-04-22
Austria,2052.5,New,AT,0,Ecom,2024-04-23
Austria,1769.58,New,AT,0,Stores,2024-04-23
Austria,1581.75,Returning,AT,0,Ecom,2024-04-23
Austria,423.29,Returning,AT,0,Stores,2024-04-23
Austria,2752.29,New,AT,0,Ecom,2024-04-24
Austria,436.24,New,AT,0,Stores,2024-04-24
Austria,1625.3,Returning,AT,0,Ecom,2024-04-24
Austria,552.92,Returning,AT,0,Stores,2024-04-24
Austria,3302.92,New,AT,0,Ecom,2024-04-25
Austria,1019.63,New,AT,0,Stores,2024-04-25
Austria,582.6,Returning,AT,0,Ecom,2024-04-25
Austria,30.22,Returning,AT,0,Stores,2024-04-25
Austria,2708.0,New,AT,0,Ecom,2024-04-26
Austria,767.33,New,AT,0,Stores,2024-04-26
Austria,1909.2,Returning,AT,0,Ecom,2024-04-26
Austria,464.72,Returning,AT,0,Stores,2024-04-26
Austria,2125.67,New,AT,0,Ecom,2024-04-27
Austria,2261.8,New,AT,0,Stores,2024-04-27
Austria,1079.59,Returning,AT,0,Ecom,2024-04-27
Austria,582.68,Returning,AT,0,Stores,2024-04-27
Austria,735.24,New,AT,0,Ecom,2024-04-28
Austria,1653.11,New,AT,0,Stores,2024-04-28
Austria,1136.72,Returning,AT,0,Ecom,2024-04-28
Austria,1965.83,Returning,AT,0,Stores,2024-04-28
Austria,2683.26,New,AT,0,Ecom,2024-04-29
Austria,1617.18,New,AT,0,Stores,2024-04-29
Austria,837.51,Returning,AT,0,Ecom,2024-04-29
Austria,366.75,Returning,AT,0,Stores,2024-04-29
Austria,1127.66,New,AT,0,Ecom,2024-04-30
Austria,176.65,New,AT,0,Stores,2024-04-30
Austria,3062.45,Returning,AT,0,Ecom,2024-04-30
Austria,486.62,Returning,AT,0,Stores,2024-04-30
Austria,1166.93,New,AT,0,Ecom,2024-05-01
Austria,703.11,New,AT,0,Stores,2024-05-01
Austria,2398.45,Returning,AT,0,Ecom,2024-05-01
Austria,1295.87,Returning,AT,0,Stores,2024-05-01
Austria,3628.19,New,AT,0,Ecom,2024-05-02
Austria,1584.4,New,AT,0,Stores,2024-05-02
Austria,1184.31,Returning,AT,0,Ecom,2024-05-02
Austria,222.85,Returning,AT,0,Stores,2024-05-02
Austria,626.28,New,AT,0,Ecom,2024-05-03
Austria,1810.58,New,AT,0,Stores,2024-05-03
Austria,1864.41,Returning,AT,0,Ecom,2024-05-03
Austria,757.77,Returning,AT,0,Stores,2024-05-03
